Page,URL,og:title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/archives/2013,http://americamagazine.org/archives/2013,,419,212,0:00:16,7,0.00%,0.95%,$0.00
/content/dispatches/fear-wins-uks-brexitbremain-referendum,http://americamagazine.org/content/dispatches/fear-wins-uks-brexitbremain-referendum,,419,382,0:03:19,190,88.42%,60.62%,$0.00
/content/all-things/gratutious-death-penalty-cases-against-dylann-roof,http://americamagazine.org/content/all-things/gratutious-death-penalty-cases-against-dylann-roof,,410,390,0:02:52,238,73.95%,65.85%,$0.00
/content/good-word/heidenroslein,http://americamagazine.org/content/good-word/heidenroslein,,409,369,0:03:04,278,80.29%,74.08%,$0.00
/issue/christians-and-reincarnation,http://americamagazine.org/issue/christians-and-reincarnation,,408,387,0:08:46,387,91.21%,94.36%,$0.00
/archives/2010,http://americamagazine.org/archives/2010,,407,181,0:00:11,1,100.00%,1.23%,$0.00
/issue/pope-francis-holiness-courage-hope-daily-conversion,http://americamagazine.org/issue/pope-francis-holiness-courage-hope-daily-conversion,,405,355,0:03:41,234,79.24%,67.41%,$0.00
/issue/many-things-132,http://americamagazine.org/issue/many-things-132,,399,370,0:03:39,312,77.56%,73.93%,$0.00
/content/good-word/jesus-teachings-marriage-and-divorce,http://americamagazine.org/content/good-word/jesus-teachings-marriage-and-divorce,,398,365,0:06:23,360,80.17%,90.95%,$0.00
/content/the-word/one-necessary-thing,http://americamagazine.org/content/the-word/one-necessary-thing,,397,330,0:01:22,84,41.67%,25.44%,$0.00
/issue/gospel-according-nones,http://americamagazine.org/issue/gospel-according-nones,,391,366,0:04:10,353,94.05%,89.26%,$0.00
/foley-poetry,http://americamagazine.org/foley-poetry,,387,335,0:01:54,298,58.05%,60.72%,$0.00
/content/all-things/gauging-impact-scotus-texas-abortion-ruling,http://americamagazine.org/content/all-things/gauging-impact-scotus-texas-abortion-ruling,,384,351,0:02:03,155,78.71%,55.21%,$0.00
/issue/261/columns/life-90s,http://americamagazine.org/issue/261/columns/life-90s,,382,360,0:06:41,360,93.89%,94.24%,$0.00
/issue/424/article/wholesomeness-holiness-and-hairspray,http://americamagazine.org/issue/424/article/wholesomeness-holiness-and-hairspray,,381,217,0:03:27,216,65.16%,56.96%,$0.00
/content/all-things/elizabeth-dias-time-magazine-selected-2016-recipient-george-w-hunt-sj-prize,http://americamagazine.org/content/all-things/elizabeth-dias-time-magazine-selected-2016-recipient-george-w-hunt-sj-prize,,377,351,0:02:59,258,91.47%,77.98%,$0.00
/issue/poet-and-prophet,http://americamagazine.org/issue/poet-and-prophet,,373,313,0:03:52,299,79.40%,73.99%,$0.00
/poetry,http://americamagazine.org/poetry,,366,260,0:00:47,134,62.69%,33.61%,$0.00
/content/all-things/amoris-laetitia-and-gay-marriage-closer-look,http://americamagazine.org/content/all-things/amoris-laetitia-and-gay-marriage-closer-look,,357,332,0:06:27,126,73.81%,63.31%,$0.00
/issue/pope-francis-says-praying-our-enemies-can-heal-our-heart,http://americamagazine.org/issue/pope-francis-says-praying-our-enemies-can-heal-our-heart,,357,322,0:02:39,160,86.88%,59.10%,$0.00
/about/editors-and-staff,http://americamagazine.org/about/editors-and-staff,,355,264,0:00:41,93,33.33%,27.32%,$0.00
/issue/100/ten-building-blocks-catholic-social-teaching,http://americamagazine.org/issue/100/ten-building-blocks-catholic-social-teaching,,352,314,0:10:51,310,89.35%,88.92%,$0.00
/403.html?page=/content/all-things/solidarity-our-lgbt-brothers-and-sisters&from=,http://americamagazine.org/403.html?page=/content/all-things/solidarity-our-lgbt-brothers-and-sisters&from=,,350,257,0:01:46,215,65.58%,54.57%,$0.00
/archives/2004,http://americamagazine.org/archives/2004,,349,146,0:00:12,0,0.00%,1.15%,$0.00
/issue/breaking-protocol,http://americamagazine.org/issue/breaking-protocol,,349,334,0:03:54,294,91.50%,84.81%,$0.00
/issue/their-shoes,http://americamagazine.org/issue/their-shoes,,348,315,0:03:04,198,74.37%,65.23%,$0.00
/issue/youngest-orlando-victim-was-catholic-high-school-grad,http://americamagazine.org/issue/youngest-orlando-victim-was-catholic-high-school-grad,,348,341,0:05:00,309,89.68%,90.52%,$0.00
/issue/called-creation,http://americamagazine.org/issue/called-creation,,346,302,0:03:39,190,78.53%,63.58%,$0.00
/issue/709/100/when-priests-leave-church,http://americamagazine.org/issue/709/100/when-priests-leave-church,,345,325,0:07:20,312,91.67%,91.59%,$0.00
/sections/columns,http://americamagazine.org/sections/columns,,345,275,0:00:47,19,61.11%,21.16%,$0.00
/issue/joyful-vision-christian-marriage,http://americamagazine.org/issue/joyful-vision-christian-marriage,,339,100,0:00:41,13,69.23%,15.93%,$0.00
/content/dispatches/pope-francis-international-powers-looked-other-way-during-armenian-genocide,http://americamagazine.org/content/dispatches/pope-francis-international-powers-looked-other-way-during-armenian-genocide,,338,302,0:03:36,212,80.19%,67.46%,$0.00
/content/dispatches/vatican-hosts-summit-judges-combat-human-trafficking,http://americamagazine.org/content/dispatches/vatican-hosts-summit-judges-combat-human-trafficking,,337,292,0:03:13,160,79.38%,62.91%,$0.00
/issue/boycotts-get-out-hand,http://americamagazine.org/issue/boycotts-get-out-hand,,331,308,0:02:10,189,71.96%,54.08%,$0.00
/archives/2001,http://americamagazine.org/archives/2001,,329,137,0:00:19,4,0.00%,1.22%,$0.00
/content/all-things/maryam-mother-jesus-quran,http://americamagazine.org/content/all-things/maryam-mother-jesus-quran,,328,309,0:07:47,306,87.95%,92.68%,$0.00
/issue/interrogating-grace,http://americamagazine.org/issue/interrogating-grace,,325,307,0:01:57,123,73.39%,46.15%,$0.00
/issue/news/vatican-summit-sets-goals-combat-human-trafficking,http://americamagazine.org/issue/news/vatican-summit-sets-goals-combat-human-trafficking,,324,296,0:03:33,230,83.48%,76.54%,$0.00
/media/podcasts/toward-world-without-nukes,http://americamagazine.org/media/podcasts/toward-world-without-nukes,,324,297,0:02:27,144,73.61%,60.80%,$0.00
/issue/culture/whose-democracy-which-freedom,http://americamagazine.org/issue/culture/whose-democracy-which-freedom,,320,297,0:04:06,264,83.46%,80.31%,$0.00
/issue/when-breath-becomes-air,http://americamagazine.org/issue/when-breath-becomes-air,,320,286,0:02:14,174,88.51%,64.69%,$0.00
/content/all-things/what-some-critics-amoris-laetitia-are-missing,http://americamagazine.org/content/all-things/what-some-critics-amoris-laetitia-are-missing,,317,302,0:05:15,123,81.30%,64.98%,$0.00
/content/all-things/how-does-catholic-read-bible,http://americamagazine.org/content/all-things/how-does-catholic-read-bible,,315,277,0:07:25,263,71.59%,84.44%,$0.00
/content/all-things/prison-congress-world-religions,http://americamagazine.org/content/all-things/prison-congress-world-religions,,312,286,0:03:11,186,83.96%,67.31%,$0.00
/issue/387/article/church-and-homosexual-priest,http://americamagazine.org/issue/387/article/church-and-homosexual-priest,,312,296,0:07:26,291,91.10%,92.95%,$0.00
/issue/kasper-focus-mercy-catholic-lutheran-common-ground,http://americamagazine.org/issue/kasper-focus-mercy-catholic-lutheran-common-ground,,312,297,0:03:20,259,86.54%,87.50%,$0.00
/content/good-word/acts-apostles-online-commentary-25,http://americamagazine.org/content/good-word/acts-apostles-online-commentary-25,,309,281,0:09:08,281,83.63%,90.94%,$0.00
/issue/web-we-weave,http://americamagazine.org/issue/web-we-weave,,309,283,0:02:58,54,81.48%,37.22%,$0.00
/issue/values-and-voting,http://americamagazine.org/issue/values-and-voting,,304,269,0:05:33,174,83.33%,67.76%,$0.00
/issue/chicago-parishes-pray-summer-peace,http://americamagazine.org/issue/chicago-parishes-pray-summer-peace,,302,281,0:03:13,252,85.71%,84.44%,$0.00
/issue/reply-all-111,http://americamagazine.org/issue/reply-all-111,,301,269,0:02:15,124,70.97%,51.50%,$0.00
/issue/canadas-assisted-suicide-bill-senate-approval,http://americamagazine.org/issue/canadas-assisted-suicide-bill-senate-approval,,299,275,0:02:47,185,84.32%,70.90%,$0.00
/content/all-things/ten-things-you-didnt-know-about-jesuits,http://americamagazine.org/content/all-things/ten-things-you-didnt-know-about-jesuits,,298,274,0:12:35,272,72.53%,89.93%,$0.00
/issue/281/article/last-acceptable-prejudice,http://americamagazine.org/issue/281/article/last-acceptable-prejudice,,296,270,0:07:05,265,92.08%,89.19%,$0.00
/content/all-things/tpp-debate-what-would-john-l-lewis-do,http://americamagazine.org/content/all-things/tpp-debate-what-would-john-l-lewis-do,,294,271,0:04:54,134,80.00%,69.05%,$0.00
/content/dispatches/senseless-murder-stuns-uk,http://americamagazine.org/content/dispatches/senseless-murder-stuns-uk,,290,268,0:02:28,102,90.20%,51.38%,$0.00
/issue/many-things-134,http://americamagazine.org/issue/many-things-134,,286,261,0:02:43,75,45.33%,34.97%,$0.00
/content/all-things/murderous-spirit-author-qa-geoff-loftus,http://americamagazine.org/content/all-things/murderous-spirit-author-qa-geoff-loftus,,283,254,0:03:58,156,74.52%,66.78%,$0.00
/content/dispatches/local-elections-south-africa-could-predict-national-political-landscape,http://americamagazine.org/content/dispatches/local-elections-south-africa-could-predict-national-political-landscape,,281,267,0:05:40,266,88.35%,90.39%,$0.00
/issue/return-prodigal-son-story-homecoming,http://americamagazine.org/issue/return-prodigal-son-story-homecoming,,281,259,0:05:23,251,84.92%,88.26%,$0.00
/issue/360/article/religion-science-and-substance-abuse,http://americamagazine.org/issue/360/article/religion-science-and-substance-abuse,,277,257,0:04:13,256,91.80%,92.06%,$0.00
/issue/obamas-nuclear-contradiction,http://americamagazine.org/issue/obamas-nuclear-contradiction,,276,251,0:01:52,99,62.63%,37.68%,$0.00
/issue/claim,http://americamagazine.org/issue/claim,,274,242,0:02:26,95,82.11%,56.93%,$0.00
/content/all-things/theology-and-hate,http://americamagazine.org/content/all-things/theology-and-hate,,272,254,0:06:17,194,66.15%,74.63%,$0.00
/content/dispatches/pope-armenia-working-unity-christians-show-divergences-can-be-settled-dialogue,http://americamagazine.org/content/dispatches/pope-armenia-working-unity-christians-show-divergences-can-be-settled-dialogue,,272,256,0:03:07,200,86.50%,75.74%,$0.00
/issue/lost-and-fixed,http://americamagazine.org/issue/lost-and-fixed,,272,251,0:05:17,200,88.50%,80.15%,$0.00
/issue/615/article/bless-me-father,http://americamagazine.org/issue/615/article/bless-me-father,,271,257,0:06:52,251,90.04%,92.99%,$0.00
/issue/renewing-tradition,http://americamagazine.org/issue/renewing-tradition,,271,254,0:09:36,251,83.79%,89.67%,$0.00
/issue/420/article/remembering-poor-interview-gustavo-gutirrez,http://americamagazine.org/issue/420/article/remembering-poor-interview-gustavo-gutirrez,,270,246,0:06:58,243,88.07%,88.15%,$0.00
/issue/greatness-nation,http://americamagazine.org/issue/greatness-nation,,267,244,0:05:35,226,86.28%,84.27%,$0.00
/americas-expert-voices,http://americamagazine.org/americas-expert-voices,,266,251,0:01:15,106,95.28%,52.63%,$0.00
/issue/priest-born-deaf-urges-sacraments-children-disabilities,http://americamagazine.org/issue/priest-born-deaf-urges-sacraments-children-disabilities,,265,252,0:04:49,215,88.37%,84.91%,$0.00
/content/the-word/lord-all,http://americamagazine.org/content/the-word/lord-all,,264,219,0:01:08,17,76.47%,23.11%,$0.00
/sections/faith-focus,http://americamagazine.org/sections/faith-focus,,264,220,0:00:50,31,36.67%,17.42%,$0.00
/living-word,http://americamagazine.org/living-word,,261,211,0:00:48,109,69.44%,44.83%,$0.00
/sections/unconventional-wisdom,http://americamagazine.org/sections/unconventional-wisdom,,260,239,0:00:46,52,94.12%,33.46%,$0.00
/toc-past/2007-06-18,http://americamagazine.org/toc-past/2007-06-18,,260,109,0:00:06,1,0.00%,1.15%,$0.00
/content/all-things/i-walk-slowly-i-never-walk-backward-humanity-abraham-lincoln,http://americamagazine.org/content/all-things/i-walk-slowly-i-never-walk-backward-humanity-abraham-lincoln,,259,239,0:05:20,238,90.76%,91.89%,$0.00
/issue/mediterranean-sea-disasters-1000-migrants-feared-lost,http://americamagazine.org/issue/mediterranean-sea-disasters-1000-migrants-feared-lost,,257,246,0:04:26,227,84.58%,88.33%,$0.00
/issue/misunderstood-masterpiece,http://americamagazine.org/issue/misunderstood-masterpiece,,256,237,0:08:05,237,91.56%,92.19%,$0.00
/403.html?page=/node/154399/draft&from=http://m.facebook.com,http://americamagazine.org/403.html?page=/node/154399/draft&from=http://m.facebook.com,,255,175,0:02:29,175,61.14%,60.39%,$0.00
/content/all-things/what-should-gay-catholic-do,http://americamagazine.org/content/all-things/what-should-gay-catholic-do,,255,232,0:05:45,224,62.11%,82.35%,$0.00
/issue/culture/museum-mind,http://americamagazine.org/issue/culture/museum-mind,,255,238,0:02:49,120,68.33%,51.37%,$0.00
/issue/staying-consistent,http://americamagazine.org/issue/staying-consistent,,254,236,0:05:23,227,85.09%,88.98%,$0.00
/issue/just-mother,http://americamagazine.org/issue/just-mother,,252,237,0:04:45,180,85.08%,79.76%,$0.00
/content/dispatches/pope-armenia-calls-future-resists-illusory-power-vengeance,http://americamagazine.org/content/dispatches/pope-armenia-calls-future-resists-illusory-power-vengeance,,251,234,0:02:42,147,81.63%,70.92%,$0.00
/content/the-word/paschal-mystery,http://americamagazine.org/content/the-word/paschal-mystery,,250,229,0:03:55,228,90.35%,90.40%,$0.00
/film,http://americamagazine.org/film,,249,203,0:00:46,45,51.11%,32.93%,$0.00
/issue/100/perspectives-indian-convert,http://americamagazine.org/issue/100/perspectives-indian-convert,,246,234,0:11:28,234,88.46%,94.31%,$0.00
/content/all-things/top-ten-reasons-stay-catholic,http://americamagazine.org/content/all-things/top-ten-reasons-stay-catholic,,242,225,0:05:27,225,91.11%,91.32%,$0.00
/issue/bishops-offer-consolation-resolve-after-orlando-shootings,http://americamagazine.org/issue/bishops-offer-consolation-resolve-after-orlando-shootings,,241,226,0:04:50,201,87.06%,84.65%,$0.00
/issue/5140/article/plagiarism-plague,http://americamagazine.org/issue/5140/article/plagiarism-plague,,240,209,0:07:44,208,87.56%,85.83%,$0.00
/video,http://americamagazine.org/video,,239,221,0:01:10,72,88.89%,49.37%,$0.00
/issue/lives-christ,http://americamagazine.org/issue/lives-christ,,238,234,0:07:17,211,94.31%,92.86%,$0.00
/issue/back-water,http://americamagazine.org/issue/back-water,,237,222,0:04:06,95,73.68%,53.16%,$0.00
/america-history,http://americamagazine.org/america-history,,236,201,0:01:12,52,90.38%,46.61%,$0.00
/users/gerard-oconnell-0,http://americamagazine.org/users/gerard-oconnell-0,,236,204,0:01:05,73,64.38%,42.37%,$0.00
/content/dispatches/what-provoked-battle-pretoria,http://americamagazine.org/content/dispatches/what-provoked-battle-pretoria,,235,221,0:03:35,193,92.23%,86.81%,$0.00
/content/the-word/we-cant-really-live-alone,http://americamagazine.org/content/the-word/we-cant-really-live-alone,,232,214,0:02:48,214,91.59%,91.81%,$0.00
/content/all-things/john-omalley-sj-honored-harvard,http://americamagazine.org/content/all-things/john-omalley-sj-honored-harvard,,229,207,0:03:45,139,83.45%,71.18%,$0.00
/issue/422/article/catholic-women-deacons,http://americamagazine.org/issue/422/article/catholic-women-deacons,,225,204,0:07:39,192,87.50%,85.33%,$0.00
/content/all-things/spirituality-money-author-qa-heather-king,http://americamagazine.org/content/all-things/spirituality-money-author-qa-heather-king,,224,210,0:07:39,202,79.80%,88.84%,$0.00
/content/all-things/vatican-bank-scandal-nobody-talking-about,http://americamagazine.org/content/all-things/vatican-bank-scandal-nobody-talking-about,,224,211,0:13:08,210,78.10%,92.41%,$0.00
/laudatosi,http://americamagazine.org/laudatosi,,224,204,0:02:22,195,74.62%,80.36%,$0.00
/siriusxm,http://americamagazine.org/siriusxm,,223,176,0:01:19,72,59.72%,38.12%,$0.00
/issue/479/article/ministry-lector,http://americamagazine.org/issue/479/article/ministry-lector,,222,200,0:03:23,189,89.42%,84.23%,$0.00
/issue/dangerous-liaisons,http://americamagazine.org/issue/dangerous-liaisons,,222,204,0:02:31,78,74.36%,45.50%,$0.00
/issue/diez-puntos-clave-sobre-amoris-laetitia,http://americamagazine.org/issue/diez-puntos-clave-sobre-amoris-laetitia,,222,206,0:04:31,185,90.76%,86.49%,$0.00
/users/matt-malone-sj,http://americamagazine.org/users/matt-malone-sj,,222,184,0:02:31,105,57.14%,40.54%,$0.00
/issue/merciful-father,http://americamagazine.org/issue/merciful-father,,220,202,0:05:36,199,88.50%,90.00%,$0.00
/toc-past/2010-06-07,http://americamagazine.org/toc-past/2010-06-07,,220,106,0:00:07,1,0.00%,0.45%,$0.00
/content/all-things/remembering-pat-summitt-coach-and-trailblazer,http://americamagazine.org/content/all-things/remembering-pat-summitt-coach-and-trailblazer,,219,211,0:03:19,133,87.97%,70.78%,$0.00
/toc-past/2007-06-04,http://americamagazine.org/toc-past/2007-06-04,,218,100,0:00:13,3,66.67%,1.38%,$0.00
/content/dispatches/st-benedicts-witnessing-miracle-newark,http://americamagazine.org/content/dispatches/st-benedicts-witnessing-miracle-newark,,217,194,0:07:43,189,82.54%,84.79%,$0.00
/content/dispatches/writing-death-and-monastic-wisdom-conversation-kathleen-norris,http://americamagazine.org/content/dispatches/writing-death-and-monastic-wisdom-conversation-kathleen-norris,,217,198,0:10:17,197,70.71%,88.94%,$0.00
/toc-past/2001-06-18,http://americamagazine.org/toc-past/2001-06-18,,215,93,0:00:06,2,0.00%,3.72%,$0.00
/content/all-things/pope-francis-and-room-tears,http://americamagazine.org/content/all-things/pope-francis-and-room-tears,,214,204,0:04:46,197,93.91%,93.46%,$0.00
/issue/653/faith-focus/prisoners-story,http://americamagazine.org/issue/653/faith-focus/prisoners-story,,214,204,0:14:19,202,77.72%,94.39%,$0.00
/issue/euthanasia-california,http://americamagazine.org/issue/euthanasia-california,,214,183,0:06:31,178,85.39%,84.58%,$0.00
/content/all-things/catholic-pagan-10-questions-camille-paglia,http://americamagazine.org/content/all-things/catholic-pagan-10-questions-camille-paglia,,212,202,0:09:51,200,81.09%,93.40%,$0.00
/content/all-things/daniel-berrigans-ten-commandments,http://americamagazine.org/content/all-things/daniel-berrigans-ten-commandments,,212,193,0:03:10,162,82.72%,82.55%,$0.00
/faith?page=1,http://americamagazine.org/faith?page=1,,209,135,0:00:30,38,31.58%,23.44%,$0.00
/toc-past/2016-05-16,http://americamagazine.org/toc-past/2016-05-16,,208,146,0:00:49,49,32.65%,17.31%,$0.00
/user/password,http://americamagazine.org/user/password,,207,130,0:00:32,5,40.00%,10.63%,$0.00
/issue/daring-words,http://americamagazine.org/issue/daring-words,,206,179,0:02:12,48,68.75%,44.17%,$0.00
/issue/612/faith-focus/liberal-catholicism,http://americamagazine.org/issue/612/faith-focus/liberal-catholicism,,205,195,0:05:31,193,84.97%,86.83%,$0.00
/content/all-things/dying-ones-country-home-and-abroad,http://americamagazine.org/content/all-things/dying-ones-country-home-and-abroad,,204,186,0:02:10,61,70.97%,47.06%,$0.00
/word-made-digital,http://americamagazine.org/word-made-digital,,204,201,0:03:51,200,91.00%,97.55%,$0.00
/content/all-things/god-and-science-qa-robert-spitzer-sj,http://americamagazine.org/content/all-things/god-and-science-qa-robert-spitzer-sj,,203,184,0:12:46,181,67.57%,86.70%,$0.00
/issue/after-orlando-chicago-archbishop-urges-outreach-gun-control,http://americamagazine.org/issue/after-orlando-chicago-archbishop-urges-outreach-gun-control,,201,183,0:04:07,127,74.22%,63.68%,$0.00
/sections/laudato-si,http://americamagazine.org/sections/laudato-si,,201,136,0:01:38,128,50.00%,42.29%,$0.00
/toc-past/2004-06-07,http://americamagazine.org/toc-past/2004-06-07,,199,79,0:00:07,0,0.00%,0.50%,$0.00
/toc-past/2013-06-17,http://americamagazine.org/toc-past/2013-06-17,,198,103,0:00:05,1,0.00%,0.51%,$0.00
/issue/going-totally-digital,http://americamagazine.org/issue/going-totally-digital,,197,174,0:02:34,148,81.08%,78.17%,$0.00
/media/podcasts/scripture-and-family,http://americamagazine.org/media/podcasts/scripture-and-family,,197,177,0:03:03,94,73.40%,62.44%,$0.00
/users/john-w-martens,http://americamagazine.org/users/john-w-martens,,197,149,0:00:43,24,54.17%,16.75%,$0.00
/content/all-things/pope-francis-charismatic-renewal-qa-patti-gallagher-mansfield,http://americamagazine.org/content/all-things/pope-francis-charismatic-renewal-qa-patti-gallagher-mansfield,,196,182,0:11:32,182,85.33%,91.84%,$0.00
/content/all-things/dissenters-state-department-urge-airstrikes-syria,http://americamagazine.org/content/all-things/dissenters-state-department-urge-airstrikes-syria,,194,170,0:03:48,77,72.73%,59.28%,$0.00
/content/good-word/saul-saul-why-do-you-persecute-me,http://americamagazine.org/content/good-word/saul-saul-why-do-you-persecute-me,,194,179,0:05:12,179,87.71%,90.21%,$0.00
/issue/bishops-accountability,http://americamagazine.org/issue/bishops-accountability,,194,173,0:01:20,45,60.00%,37.63%,$0.00
/issue/patriarchs-call-liberation-iraqi-christian-lands,http://americamagazine.org/issue/patriarchs-call-liberation-iraqi-christian-lands,,194,177,0:01:50,81,81.48%,54.12%,$0.00
/sections/many-things,http://americamagazine.org/sections/many-things,,194,163,0:01:07,23,47.83%,13.40%,$0.00
/content/all-things/catholic-model-20-questions-leah-darrow,http://americamagazine.org/content/all-things/catholic-model-20-questions-leah-darrow,,193,179,0:11:48,179,75.69%,90.16%,$0.00
/issue/pope-appoints-french-born-archbishop-christophe-pierre-new-nuncio-united-states,http://americamagazine.org/issue/pope-appoints-french-born-archbishop-christophe-pierre-new-nuncio-united-states,,192,181,0:07:01,169,86.39%,86.46%,$0.00
/toc-past/2004-06-21,http://americamagazine.org/toc-past/2004-06-21,,192,88,0:00:05,1,0.00%,0.00%,$0.00
/content/all-things/pro-life-democrats-and-catholic-church-21-questions-kristen-day,http://americamagazine.org/content/all-things/pro-life-democrats-and-catholic-church-21-questions-kristen-day,,190,174,0:12:17,172,79.77%,90.00%,$0.00
/content/unconventional-wisdom/obama-steers-ship-most-candidates-say-it-sinking,http://americamagazine.org/content/unconventional-wisdom/obama-steers-ship-most-candidates-say-it-sinking,,189,167,0:02:14,17,70.59%,37.57%,$0.00
/educator,http://americamagazine.org/educator,,189,172,0:00:26,61,91.80%,41.27%,$0.00
/issue/dont-be-jerk,http://americamagazine.org/issue/dont-be-jerk,,188,171,0:04:15,101,71.57%,65.96%,$0.00
/content/dispatches/pope-francis-celebrates-mass-gyumri-site-1988-earthquake,http://americamagazine.org/content/dispatches/pope-francis-celebrates-mass-gyumri-site-1988-earthquake,,187,152,0:02:39,107,81.31%,63.64%,$0.00
/issue/558/article/st-john-cross-mystic-light,http://americamagazine.org/issue/558/article/st-john-cross-mystic-light,,187,176,0:07:52,174,94.83%,93.58%,$0.00
/issue/acts-penance,http://americamagazine.org/issue/acts-penance,,187,168,0:02:13,45,71.74%,42.78%,$0.00
/issue/culture/landlords-dickens,http://americamagazine.org/issue/culture/landlords-dickens,,187,163,0:03:01,100,80.00%,62.03%,$0.00
/content/all-things/surviving-mommie-dearest-17-questions-christina-crawford,http://americamagazine.org/content/all-things/surviving-mommie-dearest-17-questions-christina-crawford,,186,174,0:23:10,174,51.72%,93.55%,$0.00
/content/dispatches/signs-times-london,http://americamagazine.org/content/dispatches/signs-times-london,,186,172,0:04:36,103,82.52%,66.67%,$0.00
/issue/discernment-key-amoris-laetitia,http://americamagazine.org/issue/discernment-key-amoris-laetitia,,186,168,0:03:20,99,80.00%,63.44%,$0.00
/issue/644/faith-focus/our-broken-parish,http://americamagazine.org/issue/644/faith-focus/our-broken-parish,,185,172,0:11:18,168,88.10%,90.81%,$0.00
/content/all-things/marriage-pope-francis-and-canon-law-21-questions-father-robert-kaslyn-sj,http://americamagazine.org/content/all-things/marriage-pope-francis-and-canon-law-21-questions-father-robert-kaslyn-sj,,183,165,0:06:49,159,81.13%,87.43%,$0.00
/content/all-things/why-director-spotlight-has-hope-catholic-church-interview-tom-mccarthy,http://americamagazine.org/content/all-things/why-director-spotlight-has-hope-catholic-church-interview-tom-mccarthy,,182,174,0:19:38,171,85.55%,92.31%,$0.00
/issue/487/article/threat-same-sex-marriage,http://americamagazine.org/issue/487/article/threat-same-sex-marriage,,181,166,0:09:09,155,92.26%,86.19%,$0.00
/issue/obama-immigration-plan-blocked-supreme-court-tie-vote,http://americamagazine.org/issue/obama-immigration-plan-blocked-supreme-court-tie-vote,,181,164,0:03:49,140,86.43%,81.22%,$0.00
/content/all-things/islam-gospel-and-world-conquest,http://americamagazine.org/content/all-things/islam-gospel-and-world-conquest,,179,158,0:07:06,104,82.69%,72.07%,$0.00
/403.html?page=/content/all-things/solidarity-our-lgbt-brothers-and-sisters&from=http://m.facebook.com/,http://americamagazine.org/403.html?page=/content/all-things/solidarity-our-lgbt-brothers-and-sisters&from=http://m.facebook.com/,,178,128,0:02:15,122,77.87%,70.22%,$0.00
/issue/323/article/celebrating-dorothy-day,http://americamagazine.org/issue/323/article/celebrating-dorothy-day,,178,156,0:04:55,154,84.42%,84.83%,$0.00
/content/the-word/cost-discipleship-0,http://americamagazine.org/content/the-word/cost-discipleship-0,,177,144,0:01:48,63,79.37%,36.72%,$0.00
/issue/486/faith-focus/jesuits-are-too-liberal,http://americamagazine.org/issue/486/faith-focus/jesuits-are-too-liberal,,177,164,0:06:24,161,86.34%,87.57%,$0.00
/content/all-things/why-gun-control-religious-issue,http://americamagazine.org/content/all-things/why-gun-control-religious-issue,,175,163,0:08:21,160,91.25%,92.00%,$0.00
/content/the-word/gods-vineyard,http://americamagazine.org/content/the-word/gods-vineyard,,175,157,0:07:19,156,88.46%,88.57%,$0.00
/content/ignatian-educator/steven-spielberg-listen-whisper,http://americamagazine.org/content/ignatian-educator/steven-spielberg-listen-whisper,,174,159,0:04:02,158,91.77%,90.80%,$0.00
/content/all-things/faith-and-justice-14-questions-sister-joan-chittister-osb,http://americamagazine.org/content/all-things/faith-and-justice-14-questions-sister-joan-chittister-osb,,172,170,0:20:19,170,85.29%,97.67%,$0.00
/content/advertising,http://americamagazine.org/content/advertising,,171,119,0:02:57,56,44.64%,56.73%,$0.00
/content/all-things/livestream-daniel-berrigan-sj-funeral-mass,http://americamagazine.org/content/all-things/livestream-daniel-berrigan-sj-funeral-mass,,170,157,0:01:22,147,87.07%,82.94%,$0.00
/content/all-things/thomas-merton-and-dialogue-buddhism,http://americamagazine.org/content/all-things/thomas-merton-and-dialogue-buddhism,,168,158,0:08:47,156,92.31%,92.26%,$0.00
/issue/483/article/ministry-hospitality,http://americamagazine.org/issue/483/article/ministry-hospitality,,168,148,0:03:33,146,89.73%,86.31%,$0.00
/users/james-martin-sj-0,http://americamagazine.org/users/james-martin-sj-0,,167,153,0:01:06,17,37.50%,40.12%,$0.00
/archives/2015,http://americamagazine.org/archives/2015,,166,60,0:00:18,1,0.00%,4.82%,$0.00
/content/the-word/whats-my-line,http://americamagazine.org/content/the-word/whats-my-line,,166,125,0:00:58,42,80.95%,31.33%,$0.00
/issue/breathing-space,http://americamagazine.org/issue/breathing-space,,166,145,0:04:21,138,84.89%,84.94%,$0.00
/issue/out-kenya,http://americamagazine.org/issue/out-kenya,,166,146,0:04:02,89,67.39%,50.00%,$0.00
/issue/religion-and-diplomacy,http://americamagazine.org/issue/religion-and-diplomacy,,166,135,0:03:57,117,83.76%,70.48%,$0.00
/issue/389/article/can-one-forgive-child-molester,http://americamagazine.org/issue/389/article/can-one-forgive-child-molester,,165,157,0:13:31,155,92.31%,95.15%,$0.00
/issue/639/article/flannery-oconnors-religious-vision,http://americamagazine.org/issue/639/article/flannery-oconnors-religious-vision,,165,148,0:05:52,145,88.28%,87.88%,$0.00
/toc-past/2010-06-21,http://americamagazine.org/toc-past/2010-06-21,,165,85,0:00:06,1,0.00%,0.61%,$0.00
/issue/aging-ignatius,http://americamagazine.org/issue/aging-ignatius,,164,154,0:07:51,140,84.40%,87.80%,$0.00
/toc-past/2013-06-03,http://americamagazine.org/toc-past/2013-06-03,,164,93,0:00:21,3,0.00%,0.00%,$0.00
