Page,URL,og:title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/issue/sacred-calling,http://americamagazine.org/issue/sacred-calling,,88,82,0:09:34,73,94.52%,89.77%,$0.00
/sections/art,http://americamagazine.org/sections/art,,88,76,0:00:47,5,80.00%,18.18%,$0.00
/users/nathan-schneider,http://americamagazine.org/users/nathan-schneider,,88,78,0:02:17,30,50.00%,47.73%,$0.00
/content/all-things/immodest-proposal-withdrawal-church-civil-marriage-business,http://americamagazine.org/content/all-things/immodest-proposal-withdrawal-church-civil-marriage-business,,87,30,0:00:16,30,3.33%,34.48%,$0.00
/issue/facing-hiroshima,http://americamagazine.org/issue/facing-hiroshima,,87,78,0:02:48,23,82.61%,48.28%,$0.00
/403.html?page=/content/all-things/solidarity-our-lgbt-brothers-and-sisters&from=https://www.facebook.com,http://americamagazine.org/403.html?page=/content/all-things/solidarity-our-lgbt-brothers-and-sisters&from=https://www.facebook.com,,86,66,0:01:07,63,63.49%,60.47%,$0.00
/content/dispatches/gamergate-story-about-video-games-you-need-know-about,http://americamagazine.org/content/dispatches/gamergate-story-about-video-games-you-need-know-about,,86,29,0:00:16,29,0.00%,33.72%,$0.00
/issue/765/new-media/praying-my-iphone,http://americamagazine.org/issue/765/new-media/praying-my-iphone,,86,78,0:11:42,75,69.33%,87.21%,$0.00
/content/all-things/anchoress-speaks-qa-elizabeth-scalia,http://americamagazine.org/content/all-things/anchoress-speaks-qa-elizabeth-scalia,,85,83,0:15:10,82,66.27%,95.29%,$0.00
/content/the-word/two-sides-coin,http://americamagazine.org/content/the-word/two-sides-coin,,85,74,0:00:46,19,100.00%,32.94%,$0.00
/media/podcasts/whats-conscience-got-do-it,http://americamagazine.org/media/podcasts/whats-conscience-got-do-it,,85,72,0:01:48,35,68.57%,51.76%,$0.00
/user/login?destination=sections/current-issue,http://americamagazine.org/user/login?destination=sections/current-issue,,85,58,0:01:05,1,0.00%,21.18%,$0.00
/content/all-things/catholic-experience-ramadan,http://americamagazine.org/content/all-things/catholic-experience-ramadan,,84,81,0:10:02,81,88.89%,96.43%,$0.00
/issue/100/women-church-vatican-ii,http://americamagazine.org/issue/100/women-church-vatican-ii,,84,79,0:04:50,79,89.87%,91.67%,$0.00
/issue/585/faith-focus/friends-god,http://americamagazine.org/issue/585/faith-focus/friends-god,,84,73,0:05:42,73,78.08%,78.57%,$0.00
/issue/646/article/holy-dirt,http://americamagazine.org/issue/646/article/holy-dirt,,84,78,0:10:38,78,88.46%,92.86%,$0.00
/issue/chavismos-end,http://americamagazine.org/issue/chavismos-end,,84,79,0:02:15,19,78.95%,47.62%,$0.00
/issue/portraits-love,http://americamagazine.org/issue/portraits-love,,84,74,0:03:38,37,70.27%,55.95%,$0.00
/issue/revisiting-racism,http://americamagazine.org/issue/revisiting-racism,,84,68,0:05:44,62,79.03%,73.81%,$0.00
/search/node,http://americamagazine.org/search/node,,84,75,0:00:36,2,0.00%,7.14%,$0.00
/content/all-things/thomism-21st-century-qa-father-romanus-cessario-op,http://americamagazine.org/content/all-things/thomism-21st-century-qa-father-romanus-cessario-op,,83,82,0:12:50,81,90.12%,96.39%,$0.00
/issue/452/article/adult-faith-formation-will-it-catch-time,http://americamagazine.org/issue/452/article/adult-faith-formation-will-it-catch-time,,83,75,0:11:11,75,83.12%,89.16%,$0.00
/issue/compromise-binds,http://americamagazine.org/issue/compromise-binds,,83,75,0:04:01,47,76.60%,63.86%,$0.00
/issue/right-thing-do-people-exposed-ebola,http://americamagazine.org/issue/right-thing-do-people-exposed-ebola,,82,28,0:00:16,28,3.57%,34.15%,$0.00
/submit/44633?step=submission,http://americamagazine.org/submit/44633?step=submission,,82,73,0:06:55,7,85.71%,24.39%,$0.00
/user/login?destination=user/newsletters,http://americamagazine.org/user/login?destination=user/newsletters,,82,72,0:00:23,34,88.24%,47.56%,$0.00
/cbc,http://americamagazine.org/cbc,,81,57,0:01:56,42,30.95%,35.80%,$0.00
/content/all-things/five-suggestions-fruitful-discernment,http://americamagazine.org/content/all-things/five-suggestions-fruitful-discernment,,81,75,0:03:17,43,90.70%,75.31%,$0.00
/issue/culture/ugly-details,http://americamagazine.org/issue/culture/ugly-details,,81,76,0:02:42,24,91.67%,51.85%,$0.00
/issue/violent-bear-it-away,http://americamagazine.org/issue/violent-bear-it-away,,81,79,0:10:38,78,93.51%,95.06%,$0.00
/pope-francis-interview,http://americamagazine.org/pope-francis-interview,,81,78,0:01:01,71,29.17%,34.57%,$0.00
/content/all-things/how-should-christians-respond-courts-decision-marriage,http://americamagazine.org/content/all-things/how-should-christians-respond-courts-decision-marriage,,80,75,0:05:10,65,84.62%,88.75%,$0.00
/content/all-things/spiritual-solution-ocd,http://americamagazine.org/content/all-things/spiritual-solution-ocd,,80,75,0:07:25,75,85.33%,92.50%,$0.00
/issue/5130/film/his-catholic-conscience,http://americamagazine.org/issue/5130/film/his-catholic-conscience,,80,78,0:08:41,76,96.05%,95.00%,$0.00
/issue/5147/faith-focus/no-place-it,http://americamagazine.org/issue/5147/faith-focus/no-place-it,,80,74,0:08:32,74,74.32%,83.75%,$0.00
/archives/2011,http://americamagazine.org/archives/2011,,79,15,0:00:08,2,0.00%,1.27%,$0.00
/content/ignatian-educator/grad-grad-and-jesuit-schools,http://americamagazine.org/content/ignatian-educator/grad-grad-and-jesuit-schools,,79,72,0:05:40,72,84.72%,91.14%,$0.00
/issue/701/editorial/community-disciples,http://americamagazine.org/issue/701/editorial/community-disciples,,79,70,0:02:43,70,88.57%,88.61%,$0.00
/issue/765/article/growing-berrigan,http://americamagazine.org/issue/765/article/growing-berrigan,,79,76,0:10:14,67,82.09%,86.08%,$0.00
/issue/synod-san-diego,http://americamagazine.org/issue/synod-san-diego,,79,76,0:01:02,19,73.68%,34.18%,$0.00
/users/david-stewart-0,http://americamagazine.org/users/david-stewart-0,,79,68,0:01:15,34,58.82%,44.30%,$0.00
/users/pope-francis,http://americamagazine.org/users/pope-francis,,79,54,0:00:40,1,0.00%,11.39%,$0.00
/issue/633/faith-focus/doubter-gives-lessons-faith,http://americamagazine.org/issue/633/faith-focus/doubter-gives-lessons-faith,,78,72,0:09:52,72,88.89%,91.03%,$0.00
/issue/648/columns/amnesty,http://americamagazine.org/issue/648/columns/amnesty,,78,72,0:15:16,69,88.41%,91.03%,$0.00
/issue/uk-pound-plunges-brexit-verge-victory,http://americamagazine.org/issue/uk-pound-plunges-brexit-verge-victory,,78,73,0:03:13,28,89.29%,50.00%,$0.00
/submit/46314,http://americamagazine.org/submit/46314,,78,52,0:00:57,7,42.86%,16.67%,$0.00
/content/all-things/catholic-voters-and-2016-election-20-questions-joshua-mercer,http://americamagazine.org/content/all-things/catholic-voters-and-2016-election-20-questions-joshua-mercer,,77,74,0:04:49,67,82.09%,88.31%,$0.00
/content/all-things/pope-ground-zero,http://americamagazine.org/content/all-things/pope-ground-zero,,77,26,0:02:24,5,60.00%,15.58%,$0.00
/content/all-things/revealing-young-messiah-interview-cyrus-nowrasteh,http://americamagazine.org/content/all-things/revealing-young-messiah-interview-cyrus-nowrasteh,,77,73,0:10:38,69,74.29%,90.91%,$0.00
/content/all-things/theology-body-reconsidered,http://americamagazine.org/content/all-things/theology-body-reconsidered,,77,71,0:11:36,71,84.72%,90.91%,$0.00
/issue/213/refugee-crisis,http://americamagazine.org/issue/213/refugee-crisis,,77,25,0:00:48,11,0.00%,6.49%,$0.00
/issue/articles/women-proclaiming-word,http://americamagazine.org/issue/articles/women-proclaiming-word,,77,75,0:06:07,67,97.01%,92.21%,$0.00
/content/dispatches/san-diego-plans-diocesan-synod-new-way-being-church,http://americamagazine.org/content/dispatches/san-diego-plans-diocesan-synod-new-way-being-church,,76,73,0:04:10,25,64.00%,63.16%,$0.00
/issue/345/article/preaching-faith-midst-tragedy,http://americamagazine.org/issue/345/article/preaching-faith-midst-tragedy,,76,75,0:13:39,75,92.00%,96.05%,$0.00
/issue/378/article/beatification-pope-pius-ix,http://americamagazine.org/issue/378/article/beatification-pope-pius-ix,,76,69,0:08:22,68,88.24%,89.47%,$0.00
/issue/5152/article/why-not-women,http://americamagazine.org/issue/5152/article/why-not-women,,76,70,0:01:16,55,87.27%,82.89%,$0.00
/issue/746/article/whats-extraordinary,http://americamagazine.org/issue/746/article/whats-extraordinary,,76,69,0:12:58,69,79.71%,88.16%,$0.00
/issue/your-average-american-catholic,http://americamagazine.org/issue/your-average-american-catholic,,76,68,0:05:58,65,81.54%,88.16%,$0.00
/content/all-things/come-worship-lord-interview-john-michael-talbot,http://americamagazine.org/content/all-things/come-worship-lord-interview-john-michael-talbot,,75,70,0:19:26,69,61.97%,93.33%,$0.00
/issue/100/what-yogi-said,http://americamagazine.org/issue/100/what-yogi-said,,75,69,0:03:35,69,87.14%,92.00%,$0.00
/issue/581/article/living-wage-and-catholic-social-teaching,http://americamagazine.org/issue/581/article/living-wage-and-catholic-social-teaching,,75,69,0:05:41,69,82.61%,86.67%,$0.00
/issue/california-catholic-school-accepts-transgender-teacher,http://americamagazine.org/issue/california-catholic-school-accepts-transgender-teacher,,75,69,0:01:34,52,90.38%,78.67%,$0.00
/issue/force-reckon,http://americamagazine.org/issue/force-reckon,,75,68,0:03:07,31,74.19%,49.33%,$0.00
/users/kevin-spinale,http://americamagazine.org/users/kevin-spinale,,75,56,0:01:31,50,56.00%,54.67%,$0.00
/issue/667/article/faith-child,http://americamagazine.org/issue/667/article/faith-child,,74,63,0:07:34,57,82.46%,82.43%,$0.00
/issue/culture/why-we-fight,http://americamagazine.org/issue/culture/why-we-fight,,74,68,0:02:27,67,86.76%,87.84%,$0.00
/issue/laudato-si-joins-tradition-catholic-social-teaching,http://americamagazine.org/issue/laudato-si-joins-tradition-catholic-social-teaching,,74,61,0:05:00,57,70.18%,71.62%,$0.00
/issue/many-things-130,http://americamagazine.org/issue/many-things-130,,74,67,0:03:44,26,76.92%,45.95%,$0.00
/users/zac-davis-0,http://americamagazine.org/users/zac-davis-0,,74,66,0:00:46,11,36.36%,40.54%,$0.00
/content/all-things/moral-limits-markets,http://americamagazine.org/content/all-things/moral-limits-markets,,73,69,0:05:05,68,95.59%,94.52%,$0.00
/content/dispatches/pope-appoints-mgr-peter-wells-american-nuncio-south-africa-and-botswana,http://americamagazine.org/content/dispatches/pope-appoints-mgr-peter-wells-american-nuncio-south-africa-and-botswana,,73,68,0:07:19,68,91.18%,91.78%,$0.00
/issue/5136/columns/mormons-and-charity,http://americamagazine.org/issue/5136/columns/mormons-and-charity,,73,70,0:09:19,69,86.96%,94.52%,$0.00
/issue/oneills-dark-passage,http://americamagazine.org/issue/oneills-dark-passage,,73,66,0:06:19,65,83.08%,86.30%,$0.00
/sections/first-monday,http://americamagazine.org/sections/first-monday,,73,64,0:00:37,2,100.00%,10.96%,$0.00
/issue/100/charles-curran-case,http://americamagazine.org/issue/100/charles-curran-case,,72,72,0:11:56,71,88.73%,91.67%,$0.00
/issue/538/faith-focus/veteran-remembers,http://americamagazine.org/issue/538/faith-focus/veteran-remembers,,72,55,0:05:06,54,85.19%,73.61%,$0.00
/issue/fathers-faith,http://americamagazine.org/issue/fathers-faith,,72,70,0:02:44,69,89.86%,90.28%,$0.00
/issue/news-briefs-124,http://americamagazine.org/issue/news-briefs-124,,72,60,0:01:37,16,50.00%,29.17%,$0.00
/content/all-things/case-sister-elizabeth-johnson,http://americamagazine.org/content/all-things/case-sister-elizabeth-johnson,,71,66,0:09:01,57,64.91%,77.46%,$0.00
/content/all-things/feminist-voice-theological-commission-qa-sister-prudence-allen-rsm,http://americamagazine.org/content/all-things/feminist-voice-theological-commission-qa-sister-prudence-allen-rsm,,71,62,0:09:36,62,80.65%,87.32%,$0.00
/content/all-things/how-god-heals-sexual-abuse-interview-author-dawn-eden,http://americamagazine.org/content/all-things/how-god-heals-sexual-abuse-interview-author-dawn-eden,,71,65,0:12:13,65,68.18%,91.55%,$0.00
/content/unconventional-wisdom/south-rises-again-2016-primaries,http://americamagazine.org/content/unconventional-wisdom/south-rises-again-2016-primaries,,71,71,0:00:00,70,100.00%,100.00%,$0.00
/issue/421/article/rising-bruce-springsteen,http://americamagazine.org/issue/421/article/rising-bruce-springsteen,,71,68,0:07:29,67,91.04%,91.55%,$0.00
/issue/521/faith-focus/father-mercies,http://americamagazine.org/issue/521/faith-focus/father-mercies,,71,60,0:08:35,56,78.57%,77.46%,$0.00
/issue/culture/hating-frank,http://americamagazine.org/issue/culture/hating-frank,,71,67,0:02:38,65,92.31%,91.55%,$0.00
/responding-joy-gospel,http://americamagazine.org/responding-joy-gospel,,71,66,0:04:56,65,76.92%,88.73%,$0.00
/toc-past/2016-04-18,http://americamagazine.org/toc-past/2016-04-18,,71,37,0:00:59,2,0.00%,7.04%,$0.00
/content/all-things/daniel-j-harrington-sj-rip,http://americamagazine.org/content/all-things/daniel-j-harrington-sj-rip,,70,67,0:18:27,66,74.24%,88.57%,$0.00
/content/all-things/flannery-oconnor-and-walter-ciszek-eucharist,http://americamagazine.org/content/all-things/flannery-oconnor-and-walter-ciszek-eucharist,,70,68,0:03:40,67,89.71%,94.29%,$0.00
/content/all-things/im-grateful-god,http://americamagazine.org/content/all-things/im-grateful-god,,70,66,0:05:14,66,87.88%,92.86%,$0.00
/content/dispatches/pope-decides-pallium-will-be-given-metropolitan-archbishops-home-dioceses,http://americamagazine.org/content/dispatches/pope-decides-pallium-will-be-given-metropolitan-archbishops-home-dioceses,,70,61,0:03:53,61,81.97%,81.43%,$0.00
/403.html?page=/node/154399/draft&from=https://www.facebook.com/,http://americamagazine.org/403.html?page=/node/154399/draft&from=https://www.facebook.com/,,69,44,0:03:19,43,39.53%,49.28%,$0.00
/content/all-things/netflix-pick-little-boy,http://americamagazine.org/content/all-things/netflix-pick-little-boy,,69,68,0:03:12,67,95.52%,97.10%,$0.00
/content/all-things/sermon-mount-hindu-reading-part-1,http://americamagazine.org/content/all-things/sermon-mount-hindu-reading-part-1,,69,64,0:01:18,63,93.65%,89.86%,$0.00
/content/dispatches/japan-and-holy-see,http://americamagazine.org/content/dispatches/japan-and-holy-see,,69,64,0:04:27,42,78.57%,73.91%,$0.00
/content/dispatches/pope-francis-exhortation-family-organic-development-doctrine,http://americamagazine.org/content/dispatches/pope-francis-exhortation-family-organic-development-doctrine,,69,64,0:02:51,49,53.06%,56.52%,$0.00
/faith?page=2,http://americamagazine.org/faith?page=2,,69,46,0:00:23,5,40.00%,8.70%,$0.00
/issue/302/article/mary-nazareth,http://americamagazine.org/issue/302/article/mary-nazareth,,69,63,0:08:57,51,86.27%,85.51%,$0.00
/issue/398/article/visiting-catholic-worker-farm,http://americamagazine.org/issue/398/article/visiting-catholic-worker-farm,,69,66,0:10:24,65,87.69%,91.30%,$0.00
/issue/daniel-berrigan-1921-2016,http://americamagazine.org/issue/daniel-berrigan-1921-2016,,69,67,0:03:01,19,73.68%,52.17%,$0.00
/issue/our-armed-society,http://americamagazine.org/issue/our-armed-society,,69,64,0:05:11,54,94.44%,86.96%,$0.00
/toc-past/2016-05-02,http://americamagazine.org/toc-past/2016-05-02,,69,49,0:01:12,3,66.67%,15.94%,$0.00
/washingtonfront,http://americamagazine.org/washingtonfront,,69,60,0:00:55,2,100.00%,15.94%,$0.00
/content/the-word/advent-june,http://americamagazine.org/content/the-word/advent-june,,68,62,0:00:10,0,0.00%,5.88%,$0.00
/content/the-word/messianic-secret,http://americamagazine.org/content/the-word/messianic-secret,,68,64,0:04:06,64,90.62%,91.18%,$0.00
/issue/325/article/church-and-psychiatry,http://americamagazine.org/issue/325/article/church-and-psychiatry,,68,64,0:15:21,64,86.15%,91.18%,$0.00
/issue/411/article/what-apostolic-spirituality,http://americamagazine.org/issue/411/article/what-apostolic-spirituality,,68,65,0:01:56,64,96.88%,94.12%,$0.00
/issue/684/article/brain-death-and-organ-donation,http://americamagazine.org/issue/684/article/brain-death-and-organ-donation,,68,64,0:06:03,63,88.89%,94.12%,$0.00
/issue/bombing-japan-was-it-only-option,http://americamagazine.org/issue/bombing-japan-was-it-only-option,,68,63,0:12:08,61,90.16%,91.18%,$0.00
/issue/misinformation-age,http://americamagazine.org/issue/misinformation-age,,68,66,0:02:59,19,84.21%,48.53%,$0.00
/issue/sanders-takes-roman-holiday,http://americamagazine.org/issue/sanders-takes-roman-holiday,,68,68,0:01:08,65,100.00%,98.53%,$0.00
/classifieds/jobs/director-positions,http://americamagazine.org/classifieds/jobs/director-positions,,67,60,0:01:02,1,100.00%,34.33%,$0.00
/content/all-things/contraception-healthcare-and-tangle-legal-questions,http://americamagazine.org/content/all-things/contraception-healthcare-and-tangle-legal-questions,,67,66,0:02:48,45,100.00%,85.07%,$0.00
/content/all-things/dorothy-day-and-abortion-new-conversation-surfaces,http://americamagazine.org/content/all-things/dorothy-day-and-abortion-new-conversation-surfaces,,67,60,0:06:58,56,89.29%,86.57%,$0.00
/content/all-things/jesus-rises-easter-and-we-rise-too,http://americamagazine.org/content/all-things/jesus-rises-easter-and-we-rise-too,,67,64,0:05:25,54,94.44%,86.57%,$0.00
/content/dispatches/pope-francis-announces-jubilee-year-mercy,http://americamagazine.org/content/dispatches/pope-francis-announces-jubilee-year-mercy,,67,62,0:05:14,59,84.75%,88.06%,$0.00
/issue/blaming-stranger,http://americamagazine.org/issue/blaming-stranger,,67,60,0:07:08,47,82.98%,74.63%,$0.00
/issue/educators-influence,http://americamagazine.org/issue/educators-influence,,67,59,0:04:41,53,86.79%,82.09%,$0.00
/issue/mother-angelica-passes-92,http://americamagazine.org/issue/mother-angelica-passes-92,,67,66,0:04:59,61,98.36%,97.01%,$0.00
/issue/root-evil,http://americamagazine.org/issue/root-evil,,67,65,0:04:41,64,87.50%,91.04%,$0.00
/toc-past/2010-05-31,http://americamagazine.org/toc-past/2010-05-31,,67,28,0:00:09,0,0.00%,0.00%,$0.00
/webonly,http://americamagazine.org/webonly,,67,58,0:01:01,5,80.00%,22.39%,$0.00
/content/all-things/catholic-millennial-21-questions-christopher-j-hale,http://americamagazine.org/content/all-things/catholic-millennial-21-questions-christopher-j-hale,,66,63,0:11:27,60,76.67%,90.91%,$0.00
/content/all-things/good-priest-plays-detective-grantchester,http://americamagazine.org/content/all-things/good-priest-plays-detective-grantchester,,66,64,0:03:45,27,85.19%,65.15%,$0.00
/content/all-things/making-most-year-mercy,http://americamagazine.org/content/all-things/making-most-year-mercy,,66,65,0:01:39,65,92.31%,92.42%,$0.00
/issue/379/article/centering-prayer,http://americamagazine.org/issue/379/article/centering-prayer,,66,60,0:07:36,60,86.67%,89.39%,$0.00
/issue/791/article/changing-face-theology,http://americamagazine.org/issue/791/article/changing-face-theology,,66,60,0:01:04,58,86.44%,84.85%,$0.00
/issue/why-go-mass,http://americamagazine.org/issue/why-go-mass,,66,61,0:04:33,51,73.58%,78.79%,$0.00
/toc-past/2004-05-24,http://americamagazine.org/toc-past/2004-05-24,,66,26,0:00:06,0,0.00%,1.52%,$0.00
/content/all-things/case-jesus-author-qa-brant-pitre,http://americamagazine.org/content/all-things/case-jesus-author-qa-brant-pitre,,65,57,0:12:48,55,62.50%,86.15%,$0.00
/content/all-things/gk-chestertons-way-wonder-qa-author-dale-ahlquist,http://americamagazine.org/content/all-things/gk-chestertons-way-wonder-qa-author-dale-ahlquist,,65,59,0:04:22,44,75.00%,75.38%,$0.00
/content/all-things/jesuit-pope-what-does-mean,http://americamagazine.org/content/all-things/jesuit-pope-what-does-mean,,65,63,0:04:19,63,87.30%,95.38%,$0.00
/content/all-things/philosopher-who-defied-hitler-qa-alice-von-hildebrand,http://americamagazine.org/content/all-things/philosopher-who-defied-hitler-qa-alice-von-hildebrand,,65,63,0:44:50,63,79.37%,96.92%,$0.00
/issue/673/article/intrinsic-evil-and-political-responsibility,http://americamagazine.org/issue/673/article/intrinsic-evil-and-political-responsibility,,65,60,0:07:19,60,86.67%,92.31%,$0.00
/issue/702/article/looking-back-gratitude,http://americamagazine.org/issue/702/article/looking-back-gratitude,,65,60,0:04:36,51,82.35%,80.00%,$0.00
/issue/hope-against-human-trafficking,http://americamagazine.org/issue/hope-against-human-trafficking,,65,59,0:01:34,13,53.85%,33.85%,$0.00
/search/node/james martin,http://americamagazine.org/search/node/james martin,,65,50,0:00:53,3,0.00%,15.38%,$0.00
/content/all-things/remembering-jesuit-father-rick-curry,http://americamagazine.org/content/all-things/remembering-jesuit-father-rick-curry,,64,59,0:09:15,59,89.83%,92.19%,$0.00
/content/dispatches/pope-francis-will-canonize-mother-teresa-calcutta-rome-september-4,http://americamagazine.org/content/dispatches/pope-francis-will-canonize-mother-teresa-calcutta-rome-september-4,,64,61,0:11:15,61,83.61%,87.50%,$0.00
/faith?page=159,http://americamagazine.org/faith?page=159,,64,38,0:00:17,12,41.67%,15.62%,$0.00
/goodword?date=2016-05,http://americamagazine.org/goodword?date=2016-05,,64,47,0:00:11,3,0.00%,9.38%,$0.00
/issue/534/article/11th-century-scandal,http://americamagazine.org/issue/534/article/11th-century-scandal,,64,58,0:07:04,58,89.66%,90.62%,$0.00
/issue/744/article/jesus-controversy,http://americamagazine.org/issue/744/article/jesus-controversy,,64,59,0:11:05,58,84.48%,87.50%,$0.00
/issue/763/article/theology-migration,http://americamagazine.org/issue/763/article/theology-migration,,64,61,0:02:24,60,91.80%,93.75%,$0.00
/issue/popes-border-policy,http://americamagazine.org/issue/popes-border-policy,,64,62,0:08:11,58,96.55%,93.75%,$0.00
/issue/post-catholic-ireland,http://americamagazine.org/issue/post-catholic-ireland,,64,60,0:13:30,60,86.67%,90.62%,$0.00
/issue/prison-addiction,http://americamagazine.org/issue/prison-addiction,,64,57,0:11:42,55,82.14%,85.94%,$0.00
/issue/rosica-pope-francis-rebrands-church-papacy,http://americamagazine.org/issue/rosica-pope-francis-rebrands-church-papacy,,64,60,0:02:30,14,80.00%,56.25%,$0.00
/issue/words-count,http://americamagazine.org/issue/words-count,,64,60,0:04:09,54,88.89%,85.94%,$0.00
/issue/your-legacy-america,http://americamagazine.org/issue/your-legacy-america,,64,61,0:01:12,5,25.00%,51.56%,$0.00
/webfeatures,http://americamagazine.org/webfeatures,,64,44,0:01:14,37,21.62%,25.00%,$0.00
/content/all-things/pope-francis-and-devil,http://americamagazine.org/content/all-things/pope-francis-and-devil,,63,60,0:13:18,60,76.67%,93.65%,$0.00
/content/all-things/satanic-group-playing-fire,http://americamagazine.org/content/all-things/satanic-group-playing-fire,,63,56,0:11:23,52,73.08%,85.71%,$0.00
/content/america-en-español,http://americamagazine.org/content/america-en-español,,63,52,0:03:22,27,66.67%,60.32%,$0.00
/content/america-media-summer-internship-program,http://americamagazine.org/content/america-media-summer-internship-program,,63,58,0:00:56,21,71.43%,53.97%,$0.00
/content/dispatches/first-impressions-archbishop-wells-comes-south-africa,http://americamagazine.org/content/dispatches/first-impressions-archbishop-wells-comes-south-africa,,63,53,0:02:16,33,69.70%,58.73%,$0.00
/content/dispatches/lebanon-italy-escaping-uncertainty,http://americamagazine.org/content/dispatches/lebanon-italy-escaping-uncertainty,,63,63,0:00:00,63,100.00%,100.00%,$0.00
/issue/356/article/new-wine-confessions-catholic-alcoholic,http://americamagazine.org/issue/356/article/new-wine-confessions-catholic-alcoholic,,63,59,0:02:56,59,94.92%,93.65%,$0.00
/issue/369/article/catholic-church-and-child-sexual-abuse,http://americamagazine.org/issue/369/article/catholic-church-and-child-sexual-abuse,,63,62,0:04:56,60,90.00%,93.65%,$0.00
/issue/482/article/must-we-preserve-life,http://americamagazine.org/issue/482/article/must-we-preserve-life,,63,59,0:04:08,58,91.38%,90.48%,$0.00
/issue/488/article/rights-accused-priests,http://americamagazine.org/issue/488/article/rights-accused-priests,,63,62,0:09:12,60,93.33%,96.83%,$0.00
/issue/609/faith-focus/resurrection-body,http://americamagazine.org/issue/609/faith-focus/resurrection-body,,63,58,0:06:07,57,91.23%,92.06%,$0.00
/issue/francis-2016,http://americamagazine.org/issue/francis-2016,,63,62,0:04:07,61,85.25%,88.89%,$0.00
/issue/pope-francis-many-mummified-or-vagabond-christians,http://americamagazine.org/issue/pope-francis-many-mummified-or-vagabond-christians,,63,60,0:02:08,27,88.89%,60.32%,$0.00
/issue/space-women,http://americamagazine.org/issue/space-women,,63,56,0:03:01,56,82.14%,87.30%,$0.00
/user/login,http://americamagazine.org/user/login,,63,37,0:00:48,11,18.18%,14.29%,$0.00
/content/all-things/evolving-legacy-pius-xii-15-questions-ronald-j-rychlak,http://americamagazine.org/content/all-things/evolving-legacy-pius-xii-15-questions-ronald-j-rychlak,,62,58,0:27:24,55,75.00%,90.32%,$0.00
/content/all-things/first-marian-apparition-us-approved,http://americamagazine.org/content/all-things/first-marian-apparition-us-approved,,62,54,0:05:12,54,64.81%,87.10%,$0.00
/content/all-things/glenn-beck-and-liberation-theology,http://americamagazine.org/content/all-things/glenn-beck-and-liberation-theology,,62,58,0:09:31,58,77.59%,88.71%,$0.00
/content/dispatches/pope-francis-christians-are-called-resurrect-hope-saddened-hearts,http://americamagazine.org/content/dispatches/pope-francis-christians-are-called-resurrect-hope-saddened-hearts,,62,62,0:00:50,60,98.33%,96.77%,$0.00
/content/the-word/rise,http://americamagazine.org/content/the-word/rise,,62,56,0:01:56,1,100.00%,24.19%,$0.00
/issue/beijing-breakthrough,http://americamagazine.org/issue/beijing-breakthrough,,62,58,0:03:18,12,83.33%,33.87%,$0.00
/issue/college-encounter,http://americamagazine.org/issue/college-encounter,,62,59,0:00:58,42,93.02%,85.48%,$0.00
/issue/mystical-dimension-amoris-laetitia,http://americamagazine.org/issue/mystical-dimension-amoris-laetitia,,62,58,0:03:21,18,61.11%,64.52%,$0.00
/issue/pope-comfortable-green-implores-protection-creation,http://americamagazine.org/issue/pope-comfortable-green-implores-protection-creation,,62,57,0:10:49,57,87.72%,90.32%,$0.00
/blog/all-things,http://americamagazine.org/blog/all-things,,61,59,0:00:55,58,74.14%,73.77%,$0.00
/content/all-things/gay-catholic-priest-same-sex-marriage,http://americamagazine.org/content/all-things/gay-catholic-priest-same-sex-marriage,,61,56,0:07:26,55,80.00%,85.25%,$0.00
/content/all-things/saints-who-battled-satan-author-qa-paul-thigpen,http://americamagazine.org/content/all-things/saints-who-battled-satan-author-qa-paul-thigpen,,61,58,0:06:38,51,76.92%,90.16%,$0.00
/content/dispatches/humanitarian-corridors-gives-hope-syrian-refugee-children-severe-health-problems,http://americamagazine.org/content/dispatches/humanitarian-corridors-gives-hope-syrian-refugee-children-severe-health-problems,,61,61,0:00:09,61,98.36%,98.36%,$0.00
/content/the-word/god-us,http://americamagazine.org/content/the-word/god-us,,61,54,0:00:08,0,0.00%,8.20%,$0.00
/content/the-word/woman-beloved-god,http://americamagazine.org/content/the-word/woman-beloved-god,,61,52,0:01:26,1,0.00%,6.56%,$0.00
/issue/423/article/style-vatican-ii,http://americamagazine.org/issue/423/article/style-vatican-ii,,61,56,0:05:21,49,81.63%,80.33%,$0.00
/issue/489/article/servant-leadership,http://americamagazine.org/issue/489/article/servant-leadership,,61,53,0:03:49,52,84.91%,81.97%,$0.00
/issue/702/article/science-and-path-parenthood,http://americamagazine.org/issue/702/article/science-and-path-parenthood,,61,59,0:13:15,59,88.14%,88.52%,$0.00
/issue/culture/real-man,http://americamagazine.org/issue/culture/real-man,,61,55,0:03:53,27,92.59%,59.02%,$0.00
/issue/where-beauty-ruled,http://americamagazine.org/issue/where-beauty-ruled,,61,61,0:08:36,58,98.28%,95.08%,$0.00
/users/ashley-mckinless-0,http://americamagazine.org/users/ashley-mckinless-0,,61,53,0:02:30,19,52.63%,39.34%,$0.00
/archives/2014,http://americamagazine.org/archives/2014,,60,33,0:00:24,1,0.00%,3.33%,$0.00
